row	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128
33	0.56	0.44	0.169	None	None	0.56	None	None	0.14	None	0.126	None	0.106	None	0.135	0.135	None	None	None	0.121	None	0.56	0.44	None	0.145	None	None	0.121	None	0.56	0.329	None	None	None	None	None	0.145	None	None	0.121	None	None	None	0.174	0.126	None	None	None	None	None	None	None	None	0.14	0.329	0.121	0.44	None	None	None	None	0.208	0.44	0.44	None	None	0.386	0.164	0.362	None	None	0.56	0.169	None	0.116	0.198	None	None	None	None	0.56	None	None	None	None	0.111	None	None	None	0.44	0.266	0.56	None	None	0.155	0.15	None	None	0.126	0.454	0.44	None	None	0.188	0.338	0.121	None	0.56	None	None	None	None	0.242	None	0.56	None	0.353	0.174	0.111	None	None	0.271	None	0.44	None	0.56	0.174	None
34	0.267	0.256	0.326	None	None	0.291	None	None	0.279	None	0.279	None	0.279	None	0.302	0.302	None	None	None	0.291	None	0.267	0.267	None	0.733	None	None	0.291	None	0.267	0.267	None	None	None	None	None	0.244	None	None	0.279	None	None	None	0.279	0.279	None	None	None	None	None	None	None	None	0.267	0.267	0.291	0.267	None	None	None	None	0.291	0.267	0.267	None	None	0.279	0.302	0.302	None	None	0.267	0.616	None	0.302	0.279	None	None	None	None	0.267	None	None	None	None	0.221	None	None	None	0.267	0.442	0.267	None	None	0.233	None	None	None	0.244	0.535	0.267	None	None	0.256	0.279	0.291	None	0.267	None	None	None	None	0.314	None	0.279	None	0.209	0.279	0.244	None	None	0.407	None	0.267	None	0.267	0.279	None
35	0.952	0.952	0.017	None	None	0.096	0.831	None	0.022	None	0.008	0.026	0.013	None	0.02	0.02	None	None	None	0.048	None	0.952	0.048	None	0.048	None	None	0.008	None	0.952	0.038	None	None	None	0.045	None	0.007	None	0.077	0.021	None	None	0.789	0.026	0.028	None	None	0.019	None	None	None	None	None	0.022	0.038	0.038	0.048	0.048	None	None	None	0.019	0.048	0.952	None	0.02	0.022	0.019	0.026	0.02	None	0.952	0.016	None	0.014	0.048	None	None	None	0.031	0.952	None	None	None	None	0.014	None	0.03	None	0.033	0.132	0.952	0.042	None	0.009	0.048	None	None	0.011	0.119	0.938	None	0.831	0.1	0.031	0.03	None	0.952	0.02	None	0.056	None	0.048	None	0.096	None	0.017	0.02	0.008	None	None	0.723	None	0.952	None	0.952	0.026	None
36	None	None	None	None	None	None	None	None	0.839	None	None	None	None	None	0.842	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0.829	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0.842	None	None	None	None	None	None	None	None	None	None
37	None	None	0.5	None	None	None	None	None	0.5	None	None	None	0.5	None	0.5	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0.5	0.5	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0.5	None	None	None	None	None	0.5	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0.5	1.0	None	None	None	None	None	None	None	0.5	None
38	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0.568	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0.566	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0.716	None	None	None	None	None	0.535	None	None	None	None	None	None	None	None	None	None	None	0.717	None	None	None	None	None	None	None	None	0.521	None	None	None	None	None	None	None	None	0.703	None	None	None	None	None	None	None	None	0.83	None	None	None	None	None	None	None	None	None	None	None	None
39	None	None	None	None	None	0.444	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0.284	None	None	None	None	None	None	None	None	0.344	None	None	0.464	None	None	None	None	None	None	None	None	None	None	None	None	None	0.391	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0.341	None	None	None	None	None	None	None	None	0.444	0.34	None	None	None	None	None	0.415	None	None	None	None	None	None
40	None	None	None	None	None	0.314	None	None	None	None	None	None	0.327	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0.286	None	None	0.281	None	None	None	None	None	0.316	None	None	0.328	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0.33	None	None	None	None	None	None	None	None	0.313	0.33	None	None	None	None	None	0.554	None	None	None	None	None	None
41	0.5	0.5	0.046	None	None	0.417	None	None	0.25	None	0.167	None	0.306	None	0.289	0.289	None	None	None	0.25	None	0.5	0.5	None	0.278	None	None	0.028	None	0.5	0.347	None	None	None	None	None	0.194	None	None	0.25	None	None	None	0.111	0.278	None	None	None	None	None	None	None	None	0.356	0.347	0.25	0.5	None	None	None	None	0.097	0.5	0.5	None	None	0.269	0.308	0.368	None	None	0.5	0.377	None	0.333	0.278	None	None	None	None	0.5	None	None	None	None	0.25	None	None	None	0.5	0.264	0.5	None	None	0.056	0.403	None	None	0.002	0.5	0.5	None	None	0.299	0.287	0.25	None	0.5	None	None	None	None	0.204	None	0.5	None	0.25	0.0	0.25	None	None	0.278	None	0.5	None	0.5	0.106	None
42	0.329	0.329	0.241	None	None	0.329	None	None	0.329	None	0.306	None	0.387	None	0.384	0.384	None	None	None	0.329	None	0.329	0.329	None	0.373	None	None	0.361	None	0.329	0.329	None	None	None	None	None	0.329	None	None	0.343	None	None	None	0.313	0.329	None	None	None	None	None	None	None	None	0.329	0.329	0.329	0.329	None	None	None	None	0.322	0.329	0.329	None	None	0.366	0.396	0.412	None	None	0.329	0.588	None	0.329	0.329	None	None	None	None	0.329	None	None	None	None	0.329	None	None	None	0.329	0.454	0.329	None	None	0.324	None	None	None	0.19	0.523	0.329	None	None	0.463	0.387	0.329	None	0.329	None	None	None	None	0.389	None	0.329	None	0.241	0.0	0.329	None	None	0.454	None	0.329	None	0.329	0.331	None
43	0.472	0.528	0.102	None	None	0.222	None	None	0.028	None	0.065	None	0.028	None	0.028	0.028	None	None	None	0.194	None	0.472	0.528	None	0.028	None	None	0.0	None	0.472	0.079	None	None	None	None	0.532	0.028	None	None	0.028	None	None	None	0.104	0.028	None	None	None	None	None	None	None	None	0.104	0.079	0.194	0.528	None	None	None	None	0.076	0.528	0.528	None	None	0.083	0.06	0.042	None	None	0.472	0.046	0.523	0.028	0.028	None	None	None	None	0.472	None	None	0.546	0.576	0.028	None	None	None	0.528	0.037	0.472	None	None	0.028	0.046	None	None	0.005	0.398	0.528	None	None	0.035	0.028	0.194	None	0.472	None	None	None	None	0.028	None	0.472	None	0.188	0.065	0.028	None	None	0.028	None	0.528	None	0.472	0.118	None
44	0.925	0.925	0.23	None	None	0.781	None	None	0.219	None	None	None	0.107	None	0.112	None	None	None	None	0.374	None	0.925	0.588	None	None	None	None	0.193	None	0.925	0.246	None	None	None	None	None	0.267	None	None	0.385	None	None	None	0.193	0.123	None	None	None	None	None	None	None	None	0.139	0.246	0.439	0.588	None	None	None	None	0.123	0.588	0.925	None	None	0.128	0.016	None	None	None	0.925	None	None	0.246	0.588	None	None	None	None	0.925	None	None	None	None	0.219	None	None	None	0.588	0.588	0.925	0.305	None	0.262	0.139	None	None	0.134	0.348	0.695	None	None	0.219	None	0.385	None	0.925	None	None	None	None	0.128	None	0.925	None	0.225	0.102	0.273	None	None	0.487	None	0.925	None	0.925	0.225	None
45	1.0	None	0.5	None	None	0.5	0.5	0.5	0.5	None	0.5	0.5	0.5	None	0.5	0.5	None	None	None	0.5	None	1.0	1.0	None	0.5	None	None	1.0	None	1.0	0.5	None	None	None	0.5	None	1.0	None	0.5	0.5	None	None	0.5	0.5	0.5	None	None	0.5	None	None	None	None	0.5	0.5	0.5	1.0	1.0	1.0	None	0.5	None	0.5	1.0	0.5	None	0.5	0.5	0.5	1.0	1.0	None	1.0	1.0	None	1.0	0.5	None	None	None	0.5	1.0	None	None	None	None	1.0	None	0.5	None	1.0	0.5	1.0	0.5	None	1.0	0.5	None	None	1.0	1.0	0.5	None	0.5	0.5	0.5	1.0	None	1.0	0.5	None	0.5	None	1.0	1.0	0.5	None	0.5	0.5	1.0	None	None	0.5	None	None	None	1.0	0.5	None
46	None	None	0.5	None	None	None	None	None	0.5	None	None	None	0.5	None	0.5	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0.5	0.5	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0.5	None	None	None	None	None	0.5	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0.5	1.0	None	None	None	None	None	None	None	0.5	None
47	0.073	0.959	0.011	None	None	0.066	None	None	0.01	None	None	None	0.005	None	0.034	None	None	None	None	0.057	None	0.073	0.073	None	None	None	None	0.011	None	0.073	0.064	None	None	None	None	None	0.007	None	None	0.057	None	None	None	0.081	0.055	None	None	None	None	None	None	None	None	0.053	0.064	0.057	0.073	None	None	None	None	0.052	0.073	0.959	None	None	0.047	0.003	None	None	None	0.073	None	None	0.007	0.073	None	None	None	None	0.073	None	None	None	None	0.007	None	None	None	0.014	0.076	0.073	None	None	0.012	0.065	None	None	0.003	0.263	0.947	None	None	0.129	None	0.039	None	0.073	None	None	None	None	0.073	None	0.067	None	0.044	0.036	0.025	None	None	0.64	None	0.959	None	0.073	0.081	None
48	1.0	0.586	0.793	None	None	0.621	None	None	0.586	None	None	None	0.638	None	0.81	None	None	None	None	0.569	None	1.0	0.586	None	None	None	None	0.586	None	1.0	None	None	None	None	None	None	0.724	None	None	0.586	None	None	None	0.741	0.586	None	None	None	None	None	None	None	0.569	None	None	0.586	0.586	None	None	None	None	0.759	0.586	0.586	None	None	0.586	0.69	None	None	None	1.0	None	None	0.586	0.586	None	None	None	None	1.0	None	None	None	None	0.586	None	None	None	0.586	0.655	1.0	None	None	0.586	None	None	None	0.672	0.81	0.586	None	None	0.862	None	0.638	None	1.0	None	None	None	None	0.776	None	0.621	None	0.707	0.69	0.586	None	None	0.983	None	0.586	None	1.0	0.741	None
49	0.999	0.208	0.0	None	None	0.002	None	0.061	0.005	None	None	0.001	0.0	None	0.031	None	None	None	None	0.132	None	0.999	0.208	None	None	None	None	0.0	None	None	0.173	None	None	None	0.041	None	0.0	None	0.178	None	None	None	None	0.001	0.029	None	None	0.0	None	None	None	None	None	0.075	0.173	0.134	0.208	0.994	None	0.061	None	0.001	0.208	0.208	None	None	0.154	0.0	None	None	None	0.999	None	None	0.002	0.208	None	None	None	None	0.999	None	None	None	None	0.001	None	0.05	None	0.002	0.196	0.208	0.082	None	0.001	0.246	None	None	0.0	0.174	0.208	None	None	0.219	None	0.054	None	0.999	0.074	None	0.541	None	0.019	0.001	0.002	None	None	0.002	0.002	None	None	0.972	None	0.208	None	0.999	0.001	None
50	0.516	0.484	0.29	None	None	0.468	None	None	0.194	None	0.145	None	0.161	None	0.258	0.258	None	None	None	0.274	None	0.516	0.484	None	0.484	None	None	0.242	None	0.516	0.484	None	None	None	None	None	0.226	None	None	0.258	None	None	None	0.097	0.194	None	None	None	None	None	None	None	None	0.484	0.484	0.371	0.484	None	None	None	None	0.177	0.484	0.484	None	None	0.29	0.194	0.355	None	None	0.516	0.371	None	0.226	0.484	None	None	None	None	0.516	None	None	None	None	0.355	None	None	None	0.484	0.484	0.516	None	None	0.226	None	None	None	0.097	0.484	0.468	None	None	0.452	0.355	0.323	None	0.516	None	None	None	None	0.226	None	0.468	None	0.129	0.161	0.242	None	None	0.484	None	0.484	None	0.516	0.097	None
51	1.0	None	1.0	None	None	1.0	None	None	1.0	None	None	None	1.0	None	None	None	None	None	None	1.0	None	None	1.0	None	None	None	None	1.0	None	1.0	None	None	None	None	None	None	1.0	None	None	1.0	None	None	None	1.0	None	None	None	None	None	None	None	None	1.0	None	None	1.0	1.0	None	None	None	None	1.0	1.0	0.994	None	None	0.994	1.0	None	None	None	1.0	None	None	1.0	1.0	None	None	None	None	1.0	None	None	None	None	1.0	None	None	None	1.0	1.0	1.0	None	None	1.0	None	None	None	1.0	1.0	1.0	None	None	1.0	None	1.0	None	1.0	None	None	None	None	None	None	1.0	None	1.0	None	1.0	None	None	1.0	None	None	None	1.0	1.0	None
52	0.705	None	0.091	None	None	0.682	None	None	0.182	None	None	None	0.068	None	0.159	None	None	None	None	0.227	None	0.705	0.318	None	None	None	None	0.182	None	0.705	0.636	None	None	None	None	None	0.159	None	None	0.159	None	None	None	0.227	0.091	None	None	None	None	None	None	None	None	0.205	0.636	0.318	0.318	None	None	None	None	0.182	0.318	0.977	None	None	0.182	0.114	None	None	None	0.705	None	None	0.136	0.318	None	None	None	None	0.705	None	None	None	None	0.205	None	None	None	0.318	0.318	0.659	0.273	None	0.205	0.182	None	None	0.205	0.455	0.977	None	None	0.159	None	0.205	None	0.705	None	None	None	None	0.091	None	0.682	None	0.25	0.205	0.25	None	None	1.0	None	None	None	0.705	0.25	None
53	0.013	0.987	0.017	None	None	0.013	None	None	0.029	None	0.013	None	0.014	None	0.014	0.014	None	None	None	0.013	None	0.013	0.013	None	0.013	None	None	0.014	None	0.013	0.013	None	None	None	None	None	0.016	None	None	0.013	None	None	None	0.017	0.013	None	None	None	None	None	None	None	None	0.013	0.013	0.013	0.013	None	None	None	None	0.016	0.013	0.987	None	None	0.013	0.021	0.013	None	None	0.013	0.023	None	0.017	0.013	None	None	None	None	0.013	None	None	None	None	0.013	None	None	None	0.013	0.064	0.013	None	None	0.017	None	None	None	0.012	0.216	0.98	None	None	0.747	0.013	0.013	None	0.013	None	None	None	None	0.013	None	0.013	None	0.021	0.016	0.013	None	None	0.59	None	0.987	None	0.013	0.017	None
54	None	None	0.254	None	None	None	None	None	0.228	None	None	None	0.221	None	0.236	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0.268	0.228	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0.228	None	None	None	None	None	0.236	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0.228	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0.217	0.228	None	None	None	None	None	None	None	0.268	None
55	None	0.4	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0.1	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0.1	0.1	None	None	None	None	None	None	None	None	0.4	None	None	0.038	0.038	None	None	None	None	None	None	None	0.092	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0.092	None	None	None	None	0.023	None	None	None	None	0.3	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0.054	None	None	None	None	0.092	None	0.4	None	None	None	None
56	0.75	None	0.5	None	None	0.75	None	None	0.75	None	0.0	None	0.25	None	0.25	0.25	None	None	None	0.25	None	0.75	0.75	None	0.75	None	None	0.75	None	0.75	0.75	None	None	None	None	None	0.75	None	None	0.75	None	None	None	0.5	0.25	None	None	None	None	None	None	None	None	0.75	0.75	0.75	0.75	None	None	None	None	0.5	0.75	0.25	None	None	0.5	0.25	0.75	None	None	0.75	0.0	None	0.75	0.75	None	None	None	None	0.75	None	None	None	None	0.75	None	None	None	0.75	0.25	0.75	None	None	0.75	0.0	None	None	0.75	0.75	0.25	None	None	0.25	0.75	0.75	None	0.75	None	None	None	None	0.25	None	0.75	None	0.25	0.5	0.75	None	None	0.25	None	None	None	0.75	0.5	None
57	None	None	0.573	None	None	None	None	None	0.473	None	None	None	0.445	None	0.545	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0.664	0.636	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0.582	None	None	None	None	None	0.445	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0.464	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0.518	0.5	None	None	None	None	None	None	None	0.664	None
58	0.77	0.77	0.159	None	None	0.641	None	None	0.041	None	None	None	0.056	None	0.101	None	None	None	None	0.372	None	0.77	0.46	None	None	None	None	0.055	None	0.77	0.077	None	None	None	None	None	0.064	None	None	0.213	None	None	None	0.318	0.071	None	None	0.051	None	None	None	None	None	0.074	0.077	0.372	0.46	None	None	None	None	0.262	0.46	0.77	None	None	0.141	0.051	None	None	None	0.77	None	None	0.078	0.46	None	None	None	None	0.77	None	None	None	None	0.055	None	None	None	0.13	0.057	0.66	0.429	None	0.051	None	None	None	0.052	0.412	0.754	None	None	0.3	None	0.364	None	0.77	None	None	None	None	0.052	None	0.641	None	0.299	0.046	0.07	None	None	0.051	None	0.77	None	0.77	0.333	None
59	0.352	0.648	0.086	None	None	0.171	None	None	0.133	None	0.095	None	0.095	None	0.152	0.152	None	None	None	0.19	None	0.352	0.352	None	0.286	None	None	0.143	None	0.352	0.314	None	None	None	None	None	0.143	None	None	0.162	None	None	None	0.133	0.133	None	None	None	None	None	None	None	None	0.286	0.314	0.19	0.352	None	None	None	None	0.19	0.352	0.648	None	None	0.41	0.086	0.19	None	None	0.352	0.286	None	0.095	0.352	None	None	None	None	0.352	None	None	None	None	0.152	None	None	None	0.352	0.352	0.352	None	None	0.086	None	None	None	0.114	0.333	0.419	None	None	0.105	0.19	0.133	None	0.352	None	None	None	None	0.152	None	0.171	None	0.143	0.105	0.105	None	None	0.352	None	0.648	None	0.352	0.133	None
60	None	None	None	None	None	0.182	None	None	None	None	None	None	0.178	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0.137	None	None	None	None	None	None	None	None	0.185	None	None	0.187	None	None	None	None	None	None	None	None	None	None	None	None	None	0.247	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0.181	None	None	None	None	None	None	None	None	0.182	0.183	None	None	None	None	None	None	None	None	None	None	None	None
61	None	None	0.038	None	None	None	None	None	0.048	None	None	None	0.029	None	0.029	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0.029	0.029	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0.038	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0.019	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0.029	0.038	None	None	None	None	None	None	None	0.029	None
62	None	None	None	None	None	0.087	None	None	None	None	None	None	0.092	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0.085	None	None	None	None	None	None	None	None	0.091	None	None	0.091	None	None	None	None	None	None	None	None	None	None	None	None	None	0.157	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0.091	None	None	None	None	None	None	None	None	0.087	0.091	None	None	None	None	None	None	None	None	None	None	None	None
63	0.359	0.359	0.125	None	None	0.078	None	None	0.094	None	None	None	0.109	None	0.047	None	None	None	None	0.25	None	0.359	0.359	None	None	None	None	0.109	None	0.359	0.359	None	None	None	None	None	0.156	None	None	0.203	None	None	None	0.031	0.156	None	None	None	None	None	None	None	None	0.078	0.359	0.234	0.359	None	None	None	None	0.078	0.359	0.359	None	None	0.094	0.109	None	None	None	0.359	None	None	0.109	0.359	None	None	None	None	0.359	None	None	None	None	0.109	None	None	None	0.359	0.359	0.359	None	None	0.234	0.359	None	None	0.047	0.281	0.359	None	None	0.125	None	0.109	None	0.359	None	None	None	None	0.016	None	0.141	None	0.078	0.219	0.188	None	None	0.797	None	0.359	None	0.359	0.031	None
64	0.469	0.531	0.344	None	None	0.344	None	None	0.063	None	0.063	None	0.125	None	0.219	0.219	None	None	None	0.219	None	0.469	0.531	None	0.25	None	None	0.125	None	0.469	0.063	None	None	None	None	None	0.156	None	None	0.25	None	None	None	0.344	0.156	None	None	None	None	None	None	None	None	0.156	0.063	0.156	0.531	None	None	None	None	0.281	0.531	0.531	None	None	0.281	0.063	0.313	None	None	0.469	0.188	None	0.188	0.313	None	None	None	None	0.469	None	None	None	None	0.063	None	None	None	0.531	0.219	0.469	None	None	0.219	0.25	None	None	0.219	0.344	0.531	None	None	0.063	0.188	0.219	None	0.469	None	None	None	None	0.219	None	0.344	None	0.375	0.156	0.063	None	None	0.25	None	0.531	None	0.469	0.375	None
65	0.851	0.873	0.046	None	None	0.172	None	None	0.088	None	None	None	0.04	None	0.052	None	None	None	None	0.724	None	0.851	0.873	None	None	None	None	0.033	None	0.851	0.397	None	None	None	None	None	0.045	None	None	0.209	None	None	None	0.046	0.082	None	None	0.027	None	None	None	None	0.724	0.104	0.397	0.724	0.873	None	None	None	None	0.03	0.873	0.873	None	None	0.266	0.027	None	None	None	0.851	None	None	0.102	0.638	None	None	None	None	0.851	None	None	None	None	0.052	None	None	None	0.153	0.706	0.724	0.333	None	0.049	0.381	None	None	0.022	0.722	0.856	None	None	0.205	None	0.369	None	0.851	None	None	None	None	0.126	None	0.185	None	0.045	0.035	0.042	None	None	0.623	None	0.873	None	0.851	0.046	None
66	None	None	0.355	None	None	None	None	None	0.227	None	None	None	0.109	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0.509	0.282	None	None	0.1	None	None	None	None	None	None	None	None	None	None	None	None	None	0.882	None	None	None	None	None	0.1	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0.609	None	None	0.3	None	None	0.236	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0.209	None	None	None	None	None	None	None	0.509	None
67	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0.989	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0.695	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
68	1.0	None	0.5	None	None	0.5	None	None	0.5	None	0.5	None	0.5	None	0.5	0.5	None	None	None	0.5	None	1.0	1.0	None	0.5	None	None	1.0	None	1.0	0.5	None	None	None	None	None	1.0	None	None	0.5	None	None	None	0.5	0.5	None	None	None	None	None	None	None	0.5	0.5	0.5	1.0	1.0	None	None	None	None	0.5	1.0	0.5	None	None	0.5	0.5	1.0	None	None	1.0	1.0	None	1.0	0.5	None	None	None	None	1.0	None	None	None	None	1.0	None	None	None	1.0	0.5	1.0	None	None	1.0	None	None	None	1.0	1.0	0.5	None	None	0.5	0.5	1.0	None	1.0	None	None	None	None	1.0	None	0.5	None	0.5	0.5	1.0	None	None	0.5	None	0.5	None	1.0	0.5	None
69	None	None	0.143	None	None	None	None	None	0.571	None	None	None	0.143	None	0.143	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0.0	0.571	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0.143	None	None	None	None	None	0.143	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0.143	None	None	0.143	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0.143	0.143	None	None	None	None	None	None	None	0.0	None
70	0.962	0.962	0.156	None	None	0.8	None	None	0.26	None	None	None	0.269	None	0.239	None	None	None	None	0.932	None	None	0.961	None	None	None	None	None	None	None	0.828	None	None	None	None	None	None	None	None	0.596	None	None	None	0.046	0.191	None	None	0.143	None	None	None	None	0.932	0.384	0.828	0.932	0.961	None	None	None	None	0.048	0.961	0.962	None	None	0.702	0.143	None	None	None	0.962	None	None	0.368	0.961	None	None	None	None	0.962	None	None	None	None	0.237	None	None	None	0.299	0.954	0.952	0.313	None	0.186	0.308	None	None	0.05	0.947	0.949	None	None	0.39	None	0.828	None	0.962	None	None	None	None	None	None	0.801	None	None	0.178	0.134	None	None	0.963	None	0.962	None	0.962	0.047	None
71	0.13	0.87	0.152	None	None	0.13	None	None	0.196	None	0.196	None	0.087	None	0.043	0.043	None	None	None	0.13	None	0.13	0.13	None	0.152	None	None	0.152	None	0.13	0.13	None	None	None	None	None	0.152	None	None	0.13	None	None	None	0.043	0.065	None	None	None	None	None	None	None	None	0.13	0.13	0.13	0.13	None	None	None	None	0.13	0.13	0.87	None	0.043	0.587	0.13	0.152	0.065	None	0.13	0.109	None	0.109	0.13	None	None	None	0.043	0.13	None	None	None	None	0.196	None	None	None	0.13	0.13	0.13	None	None	0.13	0.13	None	None	0.043	0.304	0.87	None	None	0.283	0.13	0.109	None	0.13	None	None	0.13	None	0.174	None	0.109	None	0.304	0.043	0.087	None	None	0.348	None	0.87	None	0.13	0.043	None
72	0.355	0.645	0.101	None	None	0.355	None	None	0.348	None	0.258	None	0.265	None	0.021	0.021	None	None	None	0.279	None	0.355	0.355	None	0.645	None	None	0.024	None	0.355	0.314	None	None	None	None	None	0.024	None	None	0.265	None	None	None	0.0	0.021	None	None	None	None	None	None	None	None	0.254	0.314	0.279	0.355	None	None	None	None	0.01	0.355	0.645	None	None	0.143	0.021	0.056	None	None	0.355	0.031	None	0.286	0.355	None	None	None	None	0.355	None	None	None	None	0.348	None	None	None	0.355	0.268	0.355	None	None	0.052	0.15	None	None	0.024	0.408	0.617	None	None	0.289	0.021	0.279	None	0.355	None	None	None	None	0.314	None	0.355	None	0.0	0.021	0.192	None	None	0.296	None	0.645	None	0.355	0.0	None
73	None	None	0.5	None	None	None	None	None	0.5	None	None	None	0.5	None	0.5	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0.5	0.5	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0.5	None	None	None	None	None	0.5	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0.5	1.0	None	None	None	None	None	None	None	0.5	None
